task_id,mechanism_class,data_seed,strategy,proposal_id,source_labels,formula,parameter_values,complexity,robust_validation_risk,selected_representative
XFER-PERM-01,permeability,2164999260,conditional_space_filling,portfolio_5af9cf6f12b50eff,pysr,M_base(x) + (tanh(((x1 * pysr_coefficient_1) + pysr_coefficient_2)) * pysr_coefficient_3),"{""pysr_coefficient_1"": -0.9011597234439982, ""pysr_coefficient_2"": -0.02435013866467342, ""pysr_coefficient_3"": 0.2963333690664618}",8,0.005881709442093742,False
XFER-PERM-01,permeability,2164999260,evidence_guided_predictive_disagreement,portfolio_ed7508e8a47eec24,pysr,M_base(x) + (tanh(x1) * pysr_coefficient_1),"{""pysr_coefficient_1"": -0.28803852429549837}",4,0.005948658565881227,True
XFER-PERM-01,permeability,2164999260,evidence_guided_predictive_disagreement,portfolio_5af9cf6f12b50eff,pysr,M_base(x) + (tanh(((x1 * pysr_coefficient_1) + pysr_coefficient_2)) * pysr_coefficient_3),"{""pysr_coefficient_1"": -0.9011597234439982, ""pysr_coefficient_2"": -0.02435013866467342, ""pysr_coefficient_3"": 0.2963333690664618}",8,0.005881709442093742,False
XFER-CYCLIC-01,cyclic_damage,2164999260,no_acquisition,portfolio_051605aaaff8eac3,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * (x2 ^ p2)),"{""p0"": 0.032158103397371754, ""p1"": 1.3865740367606454, ""p2"": 2.00038564028089}",8,0.0016542591764892283,True
XFER-CYCLIC-01,cyclic_damage,2164999260,conditional_space_filling,portfolio_051605aaaff8eac3,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * (x2 ^ p2)),"{""p0"": 0.032158103397371754, ""p1"": 1.3865740367606454, ""p2"": 2.00038564028089}",8,0.0016542591764892283,True
XFER-CYCLIC-01,cyclic_damage,2164999260,evidence_guided_predictive_disagreement,portfolio_051605aaaff8eac3,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * (x2 ^ p2)),"{""p0"": 0.032158103397371754, ""p1"": 1.3865740367606454, ""p2"": 2.00038564028089}",8,0.0016542591764892283,True
XFER-THERMAL-01,thermal_damage,2164999260,no_acquisition,portfolio_d8bdcedcaba5de17,pysr,M_base(x) + (x1 * x1 * ((x2 * pysr_coefficient_1) + (-1 * pysr_coefficient_2))),"{""pysr_coefficient_1"": 0.09717525884798882, ""pysr_coefficient_2"": 0.24935916673302522}",10,0.009926727613422136,True
XFER-THERMAL-01,thermal_damage,2164999260,no_acquisition,portfolio_88e207e5ce3edf40,pysr,M_base(x) + (x1 * (tanh((pysr_coefficient_1 * x2)) + (-1 * pysr_coefficient_2)) * x1),"{""pysr_coefficient_1"": 0.09798024667865227, ""pysr_coefficient_2"": 0.2496997381471733}",11,0.009845214882922072,False
XFER-THERMAL-01,thermal_damage,2164999260,conditional_space_filling,portfolio_d8bdcedcaba5de17,pysr,M_base(x) + (x1 * x1 * ((x2 * pysr_coefficient_1) + (-1 * pysr_coefficient_2))),"{""pysr_coefficient_1"": 0.09717525884798882, ""pysr_coefficient_2"": 0.24935916673302522}",10,0.009926727613422136,True
XFER-THERMAL-01,thermal_damage,2164999260,conditional_space_filling,portfolio_88e207e5ce3edf40,pysr,M_base(x) + (x1 * (tanh((pysr_coefficient_1 * x2)) + (-1 * pysr_coefficient_2)) * x1),"{""pysr_coefficient_1"": 0.09798024667865227, ""pysr_coefficient_2"": 0.2496997381471733}",11,0.009845214882922072,False
XFER-THERMAL-01,thermal_damage,2164999260,evidence_guided_predictive_disagreement,portfolio_d8bdcedcaba5de17,pysr,M_base(x) + (x1 * x1 * ((x2 * pysr_coefficient_1) + (-1 * pysr_coefficient_2))),"{""pysr_coefficient_1"": 0.09717525884798882, ""pysr_coefficient_2"": 0.24935916673302522}",10,0.009926727613422136,True
XFER-THERMAL-01,thermal_damage,2164999260,evidence_guided_predictive_disagreement,portfolio_88e207e5ce3edf40,pysr,M_base(x) + (x1 * (tanh((pysr_coefficient_1 * x2)) + (-1 * pysr_coefficient_2)) * x1),"{""pysr_coefficient_1"": 0.09798024667865227, ""pysr_coefficient_2"": 0.2496997381471733}",11,0.009845214882922072,False
XFER-CREEP-01,creep,3799979468,no_acquisition,portfolio_c7ef84498d9b01a6,pysr,M_base(x) + ((pysr_coefficient_1 * x1 * x2) / (pysr_coefficient_2 + (pysr_coefficient_3 * x1))),"{""pysr_coefficient_1"": 0.3044495526177378, ""pysr_coefficient_2"": 0.43614340338228497, ""pysr_coefficient_3"": 1.127669218763799}",10,0.0051774376648685005,True
XFER-CREEP-01,creep,3799979468,conditional_space_filling,portfolio_c7ef84498d9b01a6,pysr,M_base(x) + ((pysr_coefficient_1 * x1 * x2) / (pysr_coefficient_2 + (pysr_coefficient_3 * x1))),"{""pysr_coefficient_1"": 0.3044495526177378, ""pysr_coefficient_2"": 0.43614340338228497, ""pysr_coefficient_3"": 1.127669218763799}",10,0.0051774376648685005,True
XFER-CREEP-01,creep,3799979468,evidence_guided_predictive_disagreement,portfolio_c7ef84498d9b01a6,pysr,M_base(x) + ((pysr_coefficient_1 * x1 * x2) / (pysr_coefficient_2 + (pysr_coefficient_3 * x1))),"{""pysr_coefficient_1"": 0.3044495526177378, ""pysr_coefficient_2"": 0.43614340338228497, ""pysr_coefficient_3"": 1.127669218763799}",10,0.0051774376648685005,True
XFER-PERM-01,permeability,3799979468,no_acquisition,portfolio_b347cb206c3d2b52,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * exp((p2 * x1))),"{""p0"": -0.2909336278007685, ""p1"": 0.8938482916793412, ""p2"": -0.32123326282239223}",9,0.007284744259839349,True
XFER-PERM-01,permeability,3799979468,no_acquisition,portfolio_961325f16f63125b,pysr,M_base(x) + (pysr_coefficient_1 * tanh((pysr_coefficient_2 * x1 * log(tanh(((pysr_coefficient_3 + x1) ^ 0.35667)))))),"{""pysr_coefficient_1"": -0.6240868194534472, ""pysr_coefficient_2"": -2.7477396781053818, ""pysr_coefficient_3"": 1.4364800698625688}",13,0.007064800058760257,False
XFER-PERM-01,permeability,3799979468,no_acquisition,portfolio_98aca98ae002521f,fit_feedback_llm,M_base(x) + (p0 * (1 - exp((p1 * x1))) * exp((p2 * x1))),"{""p0"": 0.2763469705699638, ""p1"": 1.2861748701816407, ""p2"": -1.2313450377016182}",12,0.007130988915881755,False
XFER-PERM-01,permeability,3799979468,conditional_space_filling,portfolio_b347cb206c3d2b52,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * exp((p2 * x1))),"{""p0"": -0.2909336278007685, ""p1"": 0.8938482916793412, ""p2"": -0.32123326282239223}",9,0.007284744259839349,True
XFER-PERM-01,permeability,3799979468,conditional_space_filling,portfolio_961325f16f63125b,pysr,M_base(x) + (pysr_coefficient_1 * tanh((pysr_coefficient_2 * x1 * log(tanh(((pysr_coefficient_3 + x1) ^ 0.35667)))))),"{""pysr_coefficient_1"": -0.6240868194534472, ""pysr_coefficient_2"": -2.7477396781053818, ""pysr_coefficient_3"": 1.4364800698625688}",13,0.007064800058760257,False
XFER-PERM-01,permeability,3799979468,conditional_space_filling,portfolio_98aca98ae002521f,fit_feedback_llm,M_base(x) + (p0 * (1 - exp((p1 * x1))) * exp((p2 * x1))),"{""p0"": 0.2763469705699638, ""p1"": 1.2861748701816407, ""p2"": -1.2313450377016182}",12,0.007130988915881755,False
XFER-PERM-01,permeability,3799979468,evidence_guided_predictive_disagreement,portfolio_b347cb206c3d2b52,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * exp((p2 * x1))),"{""p0"": -0.2909336278007685, ""p1"": 0.8938482916793412, ""p2"": -0.32123326282239223}",9,0.007284744259839349,True
XFER-PERM-01,permeability,3799979468,evidence_guided_predictive_disagreement,portfolio_961325f16f63125b,pysr,M_base(x) + (pysr_coefficient_1 * tanh((pysr_coefficient_2 * x1 * log(tanh(((pysr_coefficient_3 + x1) ^ 0.35667)))))),"{""pysr_coefficient_1"": -0.6240868194534472, ""pysr_coefficient_2"": -2.7477396781053818, ""pysr_coefficient_3"": 1.4364800698625688}",13,0.007064800058760257,False
XFER-PERM-01,permeability,3799979468,evidence_guided_predictive_disagreement,portfolio_98aca98ae002521f,fit_feedback_llm,M_base(x) + (p0 * (1 - exp((p1 * x1))) * exp((p2 * x1))),"{""p0"": 0.2763469705699638, ""p1"": 1.2861748701816407, ""p2"": -1.2313450377016182}",12,0.007130988915881755,False
XFER-CYCLIC-01,cyclic_damage,3799979468,no_acquisition,portfolio_e5c76560a5eca862,pysr,M_base(x) + (x2 * x2 * pysr_coefficient_1 * tanh(x1) * x1),"{""pysr_coefficient_1"": 0.04290125681264601}",7,0.0017431007056088398,True
XFER-CYCLIC-01,cyclic_damage,3799979468,no_acquisition,portfolio_2df291ec35854c0f,pysr,M_base(x) + (x2 * x2 * tanh(x1) * tanh((x1 * pysr_coefficient_1))),"{""pysr_coefficient_1"": 0.04298073016089953}",9,0.00173627286006209,False
XFER-CYCLIC-01,cyclic_damage,3799979468,no_acquisition,portfolio_c1cc79727baf4634,pysr,M_base(x) + (x2 * x1 * (tanh(x1) + pysr_coefficient_1) * pysr_coefficient_2 * x2),"{""pysr_coefficient_1"": 0.1761223864016295, ""pysr_coefficient_2"": 0.035831985075191565}",9,0.0017154201107837989,False
XFER-CYCLIC-01,cyclic_damage,3799979468,conditional_space_filling,portfolio_e5c76560a5eca862,pysr,M_base(x) + (x2 * x2 * pysr_coefficient_1 * tanh(x1) * x1),"{""pysr_coefficient_1"": 0.04290125681264601}",7,0.0017431007056088398,True
XFER-CYCLIC-01,cyclic_damage,3799979468,conditional_space_filling,portfolio_2df291ec35854c0f,pysr,M_base(x) + (x2 * x2 * tanh(x1) * tanh((x1 * pysr_coefficient_1))),"{""pysr_coefficient_1"": 0.04298073016089953}",9,0.00173627286006209,False
XFER-CYCLIC-01,cyclic_damage,3799979468,conditional_space_filling,portfolio_c1cc79727baf4634,pysr,M_base(x) + (x2 * x1 * (tanh(x1) + pysr_coefficient_1) * pysr_coefficient_2 * x2),"{""pysr_coefficient_1"": 0.1761223864016295, ""pysr_coefficient_2"": 0.035831985075191565}",9,0.0017154201107837989,False
XFER-CYCLIC-01,cyclic_damage,3799979468,evidence_guided_predictive_disagreement,portfolio_e5c76560a5eca862,pysr,M_base(x) + (x2 * x2 * pysr_coefficient_1 * tanh(x1) * x1),"{""pysr_coefficient_1"": 0.04290125681264601}",7,0.0017431007056088398,True
XFER-CYCLIC-01,cyclic_damage,3799979468,evidence_guided_predictive_disagreement,portfolio_2df291ec35854c0f,pysr,M_base(x) + (x2 * x2 * tanh(x1) * tanh((x1 * pysr_coefficient_1))),"{""pysr_coefficient_1"": 0.04298073016089953}",9,0.00173627286006209,False
XFER-CYCLIC-01,cyclic_damage,3799979468,evidence_guided_predictive_disagreement,portfolio_c1cc79727baf4634,pysr,M_base(x) + (x2 * x1 * (tanh(x1) + pysr_coefficient_1) * pysr_coefficient_2 * x2),"{""pysr_coefficient_1"": 0.1761223864016295, ""pysr_coefficient_2"": 0.035831985075191565}",9,0.0017154201107837989,False
XFER-THERMAL-01,thermal_damage,3799979468,no_acquisition,portfolio_87ef16c1f3c18d4b,pysr,M_base(x) + (x1 * x1 * exp((x2 * pysr_coefficient_1)) * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.5721545158122705, ""pysr_coefficient_2"": -0.2633034674469816}",8,0.011103263742034014,True
XFER-THERMAL-01,thermal_damage,3799979468,no_acquisition,portfolio_1c7c5db685137b08,pysr,M_base(x) + (((x1 * x1 * pysr_coefficient_1) + pysr_coefficient_2) * exp((x2 * pysr_coefficient_3)) * (pysr_coefficient_4 ^ -1)),"{""pysr_coefficient_1"": -0.45662023518100986, ""pysr_coefficient_2"": 0.00040437918614394397, ""pysr_coefficient_3"": -0.5721158467195739, ""pysr_coefficient_4"": 1.7329984301553134}",14,0.011102681000863625,False
XFER-THERMAL-01,thermal_damage,3799979468,no_acquisition,portfolio_5b9e6734a56b0f91,pysr,M_base(x) + (exp((x2 * pysr_coefficient_1)) * (pysr_coefficient_2 ^ -1) * x1 * x1 * pysr_coefficient_3),"{""pysr_coefficient_1"": -0.5721545156375267, ""pysr_coefficient_2"": 1.1263229265151855, ""pysr_coefficient_3"": -0.29656473198762223}",11,0.011103263739047155,False
XFER-THERMAL-01,thermal_damage,3799979468,conditional_space_filling,portfolio_87ef16c1f3c18d4b,pysr,M_base(x) + (x1 * x1 * exp((x2 * pysr_coefficient_1)) * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.5721545158122705, ""pysr_coefficient_2"": -0.2633034674469816}",8,0.011103263742034014,True
XFER-THERMAL-01,thermal_damage,3799979468,conditional_space_filling,portfolio_1c7c5db685137b08,pysr,M_base(x) + (((x1 * x1 * pysr_coefficient_1) + pysr_coefficient_2) * exp((x2 * pysr_coefficient_3)) * (pysr_coefficient_4 ^ -1)),"{""pysr_coefficient_1"": -0.45662023518100986, ""pysr_coefficient_2"": 0.00040437918614394397, ""pysr_coefficient_3"": -0.5721158467195739, ""pysr_coefficient_4"": 1.7329984301553134}",14,0.011102681000863625,False
XFER-THERMAL-01,thermal_damage,3799979468,conditional_space_filling,portfolio_5b9e6734a56b0f91,pysr,M_base(x) + (exp((x2 * pysr_coefficient_1)) * (pysr_coefficient_2 ^ -1) * x1 * x1 * pysr_coefficient_3),"{""pysr_coefficient_1"": -0.5721545156375267, ""pysr_coefficient_2"": 1.1263229265151855, ""pysr_coefficient_3"": -0.29656473198762223}",11,0.011103263739047155,False
XFER-THERMAL-01,thermal_damage,3799979468,evidence_guided_predictive_disagreement,portfolio_87ef16c1f3c18d4b,pysr,M_base(x) + (x1 * x1 * exp((x2 * pysr_coefficient_1)) * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.5721545158122705, ""pysr_coefficient_2"": -0.2633034674469816}",8,0.011103263742034014,True
XFER-THERMAL-01,thermal_damage,3799979468,evidence_guided_predictive_disagreement,portfolio_1c7c5db685137b08,pysr,M_base(x) + (((x1 * x1 * pysr_coefficient_1) + pysr_coefficient_2) * exp((x2 * pysr_coefficient_3)) * (pysr_coefficient_4 ^ -1)),"{""pysr_coefficient_1"": -0.45662023518100986, ""pysr_coefficient_2"": 0.00040437918614394397, ""pysr_coefficient_3"": -0.5721158467195739, ""pysr_coefficient_4"": 1.7329984301553134}",14,0.011102681000863625,False
XFER-THERMAL-01,thermal_damage,3799979468,evidence_guided_predictive_disagreement,portfolio_5b9e6734a56b0f91,pysr,M_base(x) + (exp((x2 * pysr_coefficient_1)) * (pysr_coefficient_2 ^ -1) * x1 * x1 * pysr_coefficient_3),"{""pysr_coefficient_1"": -0.5721545156375267, ""pysr_coefficient_2"": 1.1263229265151855, ""pysr_coefficient_3"": -0.29656473198762223}",11,0.011103263739047155,False
XFER-CREEP-01,creep,233033901,no_acquisition,portfolio_0836f312f112038f,fit_feedback_llm,M_base(x) + (a_exp * x2 * (1 - exp(-((b_exp * x1))))),"{""a_exp"": 0.2206531561373712, ""b_exp"": 2.381780875510672}",10,0.002557186067886649,True
XFER-CREEP-01,creep,233033901,conditional_space_filling,portfolio_0836f312f112038f,fit_feedback_llm,M_base(x) + (a_exp * x2 * (1 - exp(-((b_exp * x1))))),"{""a_exp"": 0.2206531561373712, ""b_exp"": 2.381780875510672}",10,0.002557186067886649,True
XFER-CREEP-01,creep,233033901,evidence_guided_predictive_disagreement,portfolio_0836f312f112038f,fit_feedback_llm,M_base(x) + (a_exp * x2 * (1 - exp(-((b_exp * x1))))),"{""a_exp"": 0.2206531561373712, ""b_exp"": 2.381780875510672}",10,0.002557186067886649,True
XFER-PERM-01,permeability,233033901,no_acquisition,portfolio_d2b632acfb9bb418,fit_feedback_llm,M_base(x) + -((p0 * tanh((p1 * (x1 ^ p2))))),"{""p0"": -0.30885318863516803, ""p1"": -0.8541398810210827, ""p2"": 0.8850854921282937}",9,0.005926025342714771,True
XFER-PERM-01,permeability,233033901,no_acquisition,portfolio_6efe5915cad181ea,fit_feedback_llm,M_base(x) + (((-1 * p0 * p1 * x1) + (-1 * p0 * p2 * (x1 ^ 2))) / (1 + (p1 * x1) + (p2 * (x1 ^ 2)))),"{""p0"": 0.34603455681950923, ""p1"": 0.9344823426369717, ""p2"": 0.686430025354807}",24,0.006063735649760979,False
XFER-PERM-01,permeability,233033901,no_acquisition,portfolio_d16d9b132484f7ca,fit_feedback_llm,M_base(x) * (exp(-((p0 * x1))) / (1 + (p1 * x1))),"{""p0"": -0.06653061996027786, ""p1"": 0.41145182459959717}",11,0.0060279589943328556,False
XFER-PERM-01,permeability,233033901,conditional_space_filling,portfolio_d2b632acfb9bb418,fit_feedback_llm,M_base(x) + -((p0 * tanh((p1 * (x1 ^ p2))))),"{""p0"": -0.30885318863516803, ""p1"": -0.8541398810210827, ""p2"": 0.8850854921282937}",9,0.005926025342714771,True
XFER-PERM-01,permeability,233033901,conditional_space_filling,portfolio_6efe5915cad181ea,fit_feedback_llm,M_base(x) + (((-1 * p0 * p1 * x1) + (-1 * p0 * p2 * (x1 ^ 2))) / (1 + (p1 * x1) + (p2 * (x1 ^ 2)))),"{""p0"": 0.34603455681950923, ""p1"": 0.9344823426369717, ""p2"": 0.686430025354807}",24,0.006063735649760979,False
XFER-PERM-01,permeability,233033901,conditional_space_filling,portfolio_d16d9b132484f7ca,fit_feedback_llm,M_base(x) * (exp(-((p0 * x1))) / (1 + (p1 * x1))),"{""p0"": -0.06653061996027786, ""p1"": 0.41145182459959717}",11,0.0060279589943328556,False
XFER-PERM-01,permeability,233033901,evidence_guided_predictive_disagreement,portfolio_d2b632acfb9bb418,fit_feedback_llm,M_base(x) + -((p0 * tanh((p1 * (x1 ^ p2))))),"{""p0"": -0.30885318863516803, ""p1"": -0.8541398810210827, ""p2"": 0.8850854921282937}",9,0.005926025342714771,True
XFER-PERM-01,permeability,233033901,evidence_guided_predictive_disagreement,portfolio_6efe5915cad181ea,fit_feedback_llm,M_base(x) + (((-1 * p0 * p1 * x1) + (-1 * p0 * p2 * (x1 ^ 2))) / (1 + (p1 * x1) + (p2 * (x1 ^ 2)))),"{""p0"": 0.34603455681950923, ""p1"": 0.9344823426369717, ""p2"": 0.686430025354807}",24,0.006063735649760979,False
XFER-PERM-01,permeability,233033901,evidence_guided_predictive_disagreement,portfolio_d16d9b132484f7ca,fit_feedback_llm,M_base(x) * (exp(-((p0 * x1))) / (1 + (p1 * x1))),"{""p0"": -0.06653061996027786, ""p1"": 0.41145182459959717}",11,0.0060279589943328556,False
XFER-CYCLIC-01,cyclic_damage,233033901,no_acquisition,portfolio_64f76ba5c092a2e9,pysr,M_base(x) + (x2 * tanh(tanh(((x1 ^ 1.37535) * x2 * pysr_coefficient_1)))),"{""pysr_coefficient_1"": 0.03300080735116629}",10,0.0016876227621970296,True
XFER-CYCLIC-01,cyclic_damage,233033901,no_acquisition,portfolio_b79f0eb5684526d1,pysr,M_base(x) + (tanh(tanh(tanh(tanh(((x1 ^ 1.38207) * x2 * pysr_coefficient_1))))) * x2),"{""pysr_coefficient_1"": 0.032986248623079306}",12,0.001676847334494571,False
XFER-CYCLIC-01,cyclic_damage,233033901,no_acquisition,portfolio_ba53592bd1c60207,pysr,M_base(x) + (x2 * tanh(tanh(tanh(((x1 ^ 1.38127) * pysr_coefficient_1 * x2))))),"{""pysr_coefficient_1"": 0.032951872765080555}",11,0.0016849196203831563,False
XFER-CYCLIC-01,cyclic_damage,233033901,conditional_space_filling,portfolio_64f76ba5c092a2e9,pysr,M_base(x) + (x2 * tanh(tanh(((x1 ^ 1.37535) * x2 * pysr_coefficient_1)))),"{""pysr_coefficient_1"": 0.03300080735116629}",10,0.0016876227621970296,True
XFER-CYCLIC-01,cyclic_damage,233033901,conditional_space_filling,portfolio_b79f0eb5684526d1,pysr,M_base(x) + (tanh(tanh(tanh(tanh(((x1 ^ 1.38207) * x2 * pysr_coefficient_1))))) * x2),"{""pysr_coefficient_1"": 0.032986248623079306}",12,0.001676847334494571,False
XFER-CYCLIC-01,cyclic_damage,233033901,conditional_space_filling,portfolio_ba53592bd1c60207,pysr,M_base(x) + (x2 * tanh(tanh(tanh(((x1 ^ 1.38127) * pysr_coefficient_1 * x2))))),"{""pysr_coefficient_1"": 0.032951872765080555}",11,0.0016849196203831563,False
XFER-CYCLIC-01,cyclic_damage,233033901,evidence_guided_predictive_disagreement,portfolio_64f76ba5c092a2e9,pysr,M_base(x) + (x2 * tanh(tanh(((x1 ^ 1.37535) * x2 * pysr_coefficient_1)))),"{""pysr_coefficient_1"": 0.03300080735116629}",10,0.0016876227621970296,True
XFER-CYCLIC-01,cyclic_damage,233033901,evidence_guided_predictive_disagreement,portfolio_b79f0eb5684526d1,pysr,M_base(x) + (tanh(tanh(tanh(tanh(((x1 ^ 1.38207) * x2 * pysr_coefficient_1))))) * x2),"{""pysr_coefficient_1"": 0.032986248623079306}",12,0.001676847334494571,False
XFER-CYCLIC-01,cyclic_damage,233033901,evidence_guided_predictive_disagreement,portfolio_ba53592bd1c60207,pysr,M_base(x) + (x2 * tanh(tanh(tanh(((x1 ^ 1.38127) * pysr_coefficient_1 * x2))))),"{""pysr_coefficient_1"": 0.032951872765080555}",11,0.0016849196203831563,False
XFER-THERMAL-01,thermal_damage,233033901,no_acquisition,portfolio_2809d0a86327678a,pysr,M_base(x) + (sin((((x2 * pysr_coefficient_1 * ((x2 + pysr_coefficient_2) ^ -1)) + pysr_coefficient_3) * pysr_coefficient_4)) * x1 * x1),"{""pysr_coefficient_1"": 0.6709008632887675, ""pysr_coefficient_2"": 1.3010715196829017, ""pysr_coefficient_3"": -0.6173556902321327, ""pysr_coefficient_4"": 0.45204961055159776}",16,0.007121950520767118,True
XFER-THERMAL-01,thermal_damage,233033901,no_acquisition,portfolio_5a545180601c0161,pysr,M_base(x) + (((pysr_coefficient_1 * pysr_coefficient_4 * x2 * (x1 ^ 2)) + (pysr_coefficient_2 * pysr_coefficient_3 * pysr_coefficient_4 * (x1 ^ 2)) + (pysr_coefficient_3 * pysr_coefficient_4 * x2 * (x1 ^ 2))) / (pysr_coefficient_2 + x2)),"{""pysr_coefficient_1"": -0.9135641953083067, ""pysr_coefficient_2"": 1.3407632514643542, ""pysr_coefficient_3"": 0.8351588232826911, ""pysr_coefficient_4"": -0.32989102012991606}",26,0.0071238632670071475,False
XFER-THERMAL-01,thermal_damage,233033901,conditional_space_filling,portfolio_2809d0a86327678a,pysr,M_base(x) + (sin((((x2 * pysr_coefficient_1 * ((x2 + pysr_coefficient_2) ^ -1)) + pysr_coefficient_3) * pysr_coefficient_4)) * x1 * x1),"{""pysr_coefficient_1"": 0.6709008632887675, ""pysr_coefficient_2"": 1.3010715196829017, ""pysr_coefficient_3"": -0.6173556902321327, ""pysr_coefficient_4"": 0.45204961055159776}",16,0.007121950520767118,True
XFER-THERMAL-01,thermal_damage,233033901,conditional_space_filling,portfolio_5a545180601c0161,pysr,M_base(x) + (((pysr_coefficient_1 * pysr_coefficient_4 * x2 * (x1 ^ 2)) + (pysr_coefficient_2 * pysr_coefficient_3 * pysr_coefficient_4 * (x1 ^ 2)) + (pysr_coefficient_3 * pysr_coefficient_4 * x2 * (x1 ^ 2))) / (pysr_coefficient_2 + x2)),"{""pysr_coefficient_1"": -0.9135641953083067, ""pysr_coefficient_2"": 1.3407632514643542, ""pysr_coefficient_3"": 0.8351588232826911, ""pysr_coefficient_4"": -0.32989102012991606}",26,0.0071238632670071475,False
XFER-THERMAL-01,thermal_damage,233033901,evidence_guided_predictive_disagreement,portfolio_2809d0a86327678a,pysr,M_base(x) + (sin((((x2 * pysr_coefficient_1 * ((x2 + pysr_coefficient_2) ^ -1)) + pysr_coefficient_3) * pysr_coefficient_4)) * x1 * x1),"{""pysr_coefficient_1"": 0.6709008632887675, ""pysr_coefficient_2"": 1.3010715196829017, ""pysr_coefficient_3"": -0.6173556902321327, ""pysr_coefficient_4"": 0.45204961055159776}",16,0.007121950520767118,True
XFER-THERMAL-01,thermal_damage,233033901,evidence_guided_predictive_disagreement,portfolio_5a545180601c0161,pysr,M_base(x) + (((pysr_coefficient_1 * pysr_coefficient_4 * x2 * (x1 ^ 2)) + (pysr_coefficient_2 * pysr_coefficient_3 * pysr_coefficient_4 * (x1 ^ 2)) + (pysr_coefficient_3 * pysr_coefficient_4 * x2 * (x1 ^ 2))) / (pysr_coefficient_2 + x2)),"{""pysr_coefficient_1"": -0.9135641953083067, ""pysr_coefficient_2"": 1.3407632514643542, ""pysr_coefficient_3"": 0.8351588232826911, ""pysr_coefficient_4"": -0.32989102012991606}",26,0.0071238632670071475,False
XFER-CREEP-01,creep,240857411,no_acquisition,portfolio_a4ead89773e2e88b,pysr,M_base(x) + (tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))) * x2 * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.7054017803663306, ""pysr_coefficient_2"": -0.2858914030770566}",10,0.003588612734337891,True
XFER-CREEP-01,creep,240857411,no_acquisition,portfolio_a74c769e48cad492,pysr,M_base(x) + (x2 * sin(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1))))) * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.7744865306540919, ""pysr_coefficient_2"": 0.31643470725976464}",11,0.003451419058482343,False
XFER-CREEP-01,creep,240857411,no_acquisition,portfolio_c6805bc80356d024,pysr,M_base(x) + (sin(sin(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))))) * pysr_coefficient_2 * x2),"{""pysr_coefficient_1"": -0.836537392303933, ""pysr_coefficient_2"": -0.3438481963186065}",12,0.00336235121268711,False
XFER-CREEP-01,creep,240857411,conditional_space_filling,portfolio_a4ead89773e2e88b,pysr,M_base(x) + (tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))) * x2 * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.7054017803663306, ""pysr_coefficient_2"": -0.2858914030770566}",10,0.003588612734337891,True
XFER-CREEP-01,creep,240857411,conditional_space_filling,portfolio_a74c769e48cad492,pysr,M_base(x) + (x2 * sin(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1))))) * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.7744865306540919, ""pysr_coefficient_2"": 0.31643470725976464}",11,0.003451419058482343,False
XFER-CREEP-01,creep,240857411,conditional_space_filling,portfolio_c6805bc80356d024,pysr,M_base(x) + (sin(sin(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))))) * pysr_coefficient_2 * x2),"{""pysr_coefficient_1"": -0.836537392303933, ""pysr_coefficient_2"": -0.3438481963186065}",12,0.00336235121268711,False
XFER-CREEP-01,creep,240857411,evidence_guided_predictive_disagreement,portfolio_a4ead89773e2e88b,pysr,M_base(x) + (tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))) * x2 * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.7054017803663306, ""pysr_coefficient_2"": -0.2858914030770566}",10,0.003588612734337891,True
XFER-CREEP-01,creep,240857411,evidence_guided_predictive_disagreement,portfolio_a74c769e48cad492,pysr,M_base(x) + (x2 * sin(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1))))) * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.7744865306540919, ""pysr_coefficient_2"": 0.31643470725976464}",11,0.003451419058482343,False
XFER-CREEP-01,creep,240857411,evidence_guided_predictive_disagreement,portfolio_c6805bc80356d024,pysr,M_base(x) + (sin(sin(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))))) * pysr_coefficient_2 * x2),"{""pysr_coefficient_1"": -0.836537392303933, ""pysr_coefficient_2"": -0.3438481963186065}",12,0.00336235121268711,False
